"Company Name",Address,City,State,Zip,"Address Latitude","Address Longitude","Utility Owner","Utility Operator","Utility Type","Annual Generation","Min Generation Date","Max Generation Date","Power Plants","FERC Seller Min Date","FERC Seller Max Date","FERC Seller Total Transactions","FERC Seller Total Transaction Charges","FERC Buyer Min Date","FERC Buyer Max Date","FERC Buyer Total Transactions","FERC Buyer Total Transaction Charges","FERC Summary Quarter","FERC Seller Quarterly Transactions","FERC Seller Quarterly Transaction Charges","FERC Buyer Quarterly Transactions","FERC Buyer Quarterly Transaction Charges"
"Clean Energy Future-Lordstown, LLC","1853 Henn Pkway",Warren,OH,44481,41.14904500,-80.85000100,N,Y,"Independent Power Producer",6997197.000000,2018-07-01,2024-10-01,1,2018-06-01,2024-10-01,754730,1460270162.62,2019-01-01,2019-03-01,7,823904.63,2024_q2,43619,41890764.75,,
Foxconn,"2300 Hallock Young Road",Warren,OH,44481,41.14814700,-80.87374500,Y,N,Industrial,2131.470000,2019-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Seneca Generation LLC","500 Powerhouse Drive",Warren,PA,16365,41.83976100,-79.00826500,Y,N,"Independent Power Producer",-360762.000000,2012-01-01,2024-10-01,1,2014-02-01,2024-09-30,1862437,656639878.48,,,,,2024_q2,54015,13608680.16,,
"NuGen Capital Management","267 Water Street, 2nd Floor",Warren,RI,2885,41.72985100,-71.28569300,Y,N,"Independent Power Producer",63861.523000,2014-07-01,2023-12-01,16,,,,,,,,,2024_q2,,,,
"Revity Energy LLC","117 Metro Center Blvd",Warwick,RI,2886,41.72545600,-71.45449300,Y,Y,"Independent Power Producer",24718.724000,2020-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Robin Hollow Solar, LLC","117 Metro Center Boulevard, Su",Warwick,RI,2886,41.72545600,-71.45449300,Y,N,"Independent Power Producer",61035.000000,2023-12-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"83WI 8ME, LLC","1200 New Hampshire Ave NW Ste",Washington,DC,20036,38.90581400,-77.04765100,Y,N,"Independent Power Producer",133215.000000,2017-12-01,2024-10-01,1,2017-12-20,2024-10-01,235,37406742.86,,,,,2024_q2,15,2503401.57,,
"Architect of the Capitol, Capitol Power Plant","25 E St. SE",Washington,DC,20003,38.88308251,-77.00736565,Y,N,Commercial,53431.894000,2019-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Astra Wind LLC","1212 New York Avenue, N.W., Su",Washington,DC,20005,38.90011900,-77.02876100,Y,N,"Independent Power Producer",642004.000000,2017-05-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Castanea Project, LLC","2001 K Street NW",Washington,DC,20006,38.90285000,-77.04516200,N,N,,0.000000,,,0,2023-12-06,2024-09-30,165090,9565627.56,,,,,2024_q2,52900,1239491.94,,
"DC Water","5000 Overlook Avenue SW",Washington,DC,20032,38.82044000,-77.01847300,Y,N,"Municipally-Owned Utility",61986.000000,2015-06-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Duquesne Light Company","601 Massachusetts Avenue, NW",Washington,DC,20001,38.90201900,-77.02059300,N,N,,0.000000,,,0,2013-07-01,2024-09-30,265,15339567.60,2013-07-01,2024-10-01,540689,2630937515.89,2024_q2,6,386771.16,28095,74402502.45
"E. BarreCo Corp LLC","1111 Pennsylvania Ave. NW",Washington,DC,20004,38.89563700,-77.02786900,N,N,,0.000000,,,0,2021-07-06,2024-09-30,93,1647835.66,,,,,2024_q2,6,143534.53,,
"Goleta Energy Storage, LLC","1000 Maine Avenue, SW, 7 Fl.",Washington,DC,20024,38.88085400,-77.02659300,Y,Y,"Independent Power Producer",-6145.000000,2024-02-01,2024-10-01,1,2024-01-02,2024-10-01,53645,4092288.29,,,,,2024_q2,15031,1354558.74,,
"Gridflex Generation, LLC","601 Massachusetts Avenue, NW",Washington,DC,20001,38.90201900,-77.02059300,N,N,,0.000000,,,0,2024-06-01,2024-10-01,8,2595672.00,2024-06-01,2024-10-01,8,2583500.40,2024_q2,2,638280.00,2,638280.00
"GSA Metropolitan Service Center","401 F Street, NW",Washington,DC,20001,38.89775500,-77.01755100,Y,N,"Federally-Owned Utility",82383.280000,2012-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Indian Creek Solar Farm LLC","1101 Connecticut Ave NW",Washington,DC,20036,38.90393100,-77.03975100,N,N,,0.000000,,,0,2023-08-30,2024-09-30,64422,1951734.17,,,,,2024_q2,16596,614489.34,,
"Lightstone Marketing LLC","1301 Pennsylvania Ave., N.W.",Washington,DC,20004,38.89633100,-77.03026500,N,N,,0.000000,,,0,2017-01-31,2024-10-01,48,81927766.00,2018-06-01,2024-10-01,69,6011626.00,2024_q2,1,703050.00,1,703050.00
"Lily Solar Lessee, LLC","700 Sixth Street NW",Washington,DC,20001,38.89876000,-77.02012300,N,N,,0.000000,,,0,2020-02-28,2024-09-30,66,26105204.88,,,,,2024_q2,5,1912071.69,,
"MFT Energy US Power LLC","51 LOUISIANA AVE NW",WASHINGTON,DC,20001,38.89405300,-77.01144900,N,N,,0.000000,,,0,2023-11-05,2024-09-30,14158,4645424.12,,,,,2024_q2,6089,1848089.73,,
"Montpelier Generating Station, LLC","601 Massachusetts Avenue, NW",Washington,DC,20001,38.90201900,-77.02059300,N,N,,0.000000,,,0,2018-03-27,2024-10-01,595937,147482667.82,2020-02-01,2020-05-31,2,7260.00,2024_q2,28415,2999658.58,,
"Monument Generating Station, LLC","601 Massachusetts Avenue, NW",Washington,DC,20001,38.90201900,-77.02059300,N,N,,0.000000,,,0,2018-03-27,2024-10-01,2672,3359501.22,,,,,2024_q2,16,43541.09,,
"O.H. Hutchings CT, LLC","601 Massachusetts Avenue, NW",Washington,DC,20001,38.90201900,-77.02059300,N,N,,0.000000,,,0,2018-03-27,2024-10-01,2345,6397883.24,,,,,2024_q2,111,126021.88,,
"Oxon Run Community Renewable Energy Facility","1701 Rhode Island Ave NW",Washington,DC,20036,38.90672600,-77.03903000,N,Y,"State-Owned Utility",3243.471000,2022-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"PPL Electric Utilities Corporation","601 Massachusetts Avenue, NW",Washington,DC,20001,38.90201900,-77.02059300,N,N,,0.000000,,,0,2013-07-01,2024-10-01,909333,74103829.85,2013-07-01,2024-10-01,477540,6903128008.91,2024_q2,33801,308800.48,22638,94200829.72
"Ruff Solar LLC","1155 15th Street N.W.",Washington,DC,20005,38.90511900,-77.03406800,N,N,,0.000000,,,0,2020-07-01,2024-09-30,51,7740829.03,,,,,2024_q2,3,428088.12,,
"Sidney, LLC","601 Massachusetts Avenue, NW",Washington,DC,20001,38.90201900,-77.02059300,N,N,,0.000000,,,0,2018-03-27,2024-10-01,2692,3246384.42,,,,,2024_q2,6,43404.06,,
"Sol Systems","1101 Connectivut Avenue NW",Washington,DC,20036,38.90393100,-77.03975100,Y,Y,"Independent Power Producer",494068.309000,2018-11-01,2024-10-01,43,,,,,,,,,2024_q2,,,,
"Tait Electric Generating Station, LLC","601 Massachusetts Avenue, NW",Washington,DC,20001,38.90201900,-77.02059300,N,N,,0.000000,,,0,2018-03-27,2024-10-01,1712373,520490692.85,,,,,2024_q2,122876,18122102.11,,
"The George Washington University","2025 F Street NW, Suite 200",Washington,DC,20052,38.89758600,-77.04593900,Y,Y,"Independent Power Producer",10283.041000,2019-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"The Narragansett Electric Company","601 Massachusetts Avenue, NW",Washington,DC,20001,38.90201900,-77.02059300,N,N,,0.000000,,,0,2013-07-01,2024-09-30,25075886,462750240.29,2013-07-01,2024-10-01,119519,4004633814.19,2024_q2,1182472,13375647.16,767,60232610.97
"US GSA Heating and Transmission","325 13th Street SW",Washington,DC,20407,38.88569000,-77.02200600,Y,N,"Federally-Owned Utility",35283.920000,2011-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"X-Elio North America Inc","1200 New Hampshire Ave NW Ste",Washington,DC,20036,38.90581400,-77.04765100,Y,N,"Independent Power Producer",174967.000000,2011-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Yankee Street, LLC","601 Massachusetts Avenue, NW",Washington,DC,20001,38.90201900,-77.02059300,N,N,,0.000000,,,0,2018-03-27,2024-10-01,168348,36337936.98,,,,,2024_q2,9545,1083901.26,,
"City of Washington - (UT)","111 No 100 East",Washington,UT,84780,37.13177298,-113.50881683,Y,N,"Municipally-Owned Utility",4449.002000,2014-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Vermont Public Power Supply Authority","5195 Waterbury-Stowe Road","Waterbury Center",VT,5677,44.40495300,-72.72026200,Y,Y,"Political Subdivision",1095.151000,2019-01-01,2023-12-01,1,,,,,2013-07-01,2024-09-30,29305,115766282.75,2024_q2,,,2200,2656915.31
"Waterford Power, LLC","201 Righteous Ridge Road",Waterford,OH,45714,39.53425500,-81.71607900,N,Y,"Independent Power Producer",6944546.000000,2017-01-01,2024-10-01,1,2017-01-30,2024-10-01,2986501,1951374214.97,,,,,2024_q2,125188,48239032.95,,
"City of Waterloo - (IL)","100 West Fourth Street",Waterloo,IL,62298,38.33367100,-90.15030000,Y,N,"Municipally-Owned Utility",524.949000,2001-01-01,2023-12-01,2,,,,,,,,,2024_q2,,,,
"Black River Hydroelectric, LLC","669 Main Street",Watertown,NY,13601,43.99972400,-75.95994100,Y,Y,"Independent Power Producer",0.000000,2016-01-01,2020-12-01,0,2016-07-01,2024-10-01,634600,33553644.77,2018-07-17,2019-10-03,72,2039.79,2024_q2,28755,917589.89,,
"City of Watertown - (NY)","245 Washington Street",Watertown,NY,13601,43.97258600,-75.91008000,Y,N,"Municipally-Owned Utility",24735.202000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Watervliet City of","2 15th Street City Hall",Watervliet,NY,12189,42.72550400,-73.70020800,Y,N,"Municipally-Owned Utility",2837.392000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Vandolah Power Co LLC","2394 Vandolah Road",Wauchula,FL,33873,27.52522400,-81.92331100,Y,N,"Independent Power Producer",691732.004000,2002-05-01,2024-10-01,1,2013-07-01,2024-09-30,401,529957566.64,,,,,2024_q2,9,13501217.47,,
"Buffalo Center Wind LLC","401 8th Street SW",Waukon,IA,52172,43.26519600,-91.48677500,Y,N,"Independent Power Producer",5501.829000,2012-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Waverly Municipal Elec Utility","1002 Adams Parkway",Waverly,IA,50677,42.73626100,-92.47040100,Y,N,"Municipally-Owned Utility",6735.293000,2001-01-01,2023-12-01,5,,,,,,,,,2024_q2,,,,
"DOCCS Eastern","10 Institution Road",Wawarsing,NY,12458,41.74318400,-74.36728400,Y,N,"Independent Power Producer",8853.363000,2021-10-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Dynamic Energy Solutions, LLC","1550 Liberty Ridge Drive, Suit",Wayne,PA,19087,40.07042200,-75.46474400,Y,Y,Commercial,15789.629000,2019-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"City of Webster City - (IA)","400 Second Street","Webster City",IA,50595,42.51726900,-94.20357300,Y,N,"Municipally-Owned Utility",2138.801000,2002-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Webster Holdco LLC","7383 40TH ST W Unit 1-5",Webster,MN,55088,44.53053400,-93.40944900,Y,N,"Independent Power Producer",8105.886000,2017-07-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Wellesley College","106 Central Street",Wellesley,MA,2481,42.29468700,-71.31008300,Y,N,"Independent Power Producer",480.200000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"City of Wellington - (KS)","317 S. Washington504 South Bla",Wellington,KS,67152,37.26823000,-97.40074500,Y,N,"Municipally-Owned Utility",6519.733000,2001-01-01,2023-12-01,2,,,,,,,,,2024_q2,,,,
"PUD No 1 of Chelan County","P O  Box 1231",Wenatchee,WA,98807,47.44263000,-120.32786000,Y,N,"Political Subdivision",8070168.782000,2001-01-01,2024-10-01,4,2013-07-01,2024-09-30,166677,4247815324.98,2013-07-01,2024-09-30,289025,979918625.44,2024_q2,3644,107219259.86,16719,18209102.87
"Blind Canyon Aquaranch, Inc.","1424 Bob Barton Road",Wendell,ID,83355,42.69669200,-114.80651100,Y,N,"Independent Power Producer",452.000000,2001-01-01,2023-10-01,1,,,,,,,,,2024_q2,,,,
"HL Power Company","732-025 Wendel Road",Wendel,CA,96136,40.35219300,-120.23129900,Y,N,"Independent Power Producer",216540.000000,2008-01-01,2023-12-01,1,2017-02-01,2024-10-01,333,160213508.19,,,,,2024_q2,12,5352591.35,,
"City of West Bend","301 South Broadway","West Bend",IA,50597,42.95771100,-94.44532100,N,Y,"Municipally-Owned Utility",483.334000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Town of West Boylston - (MA)","4 Crescent Street","West Boylston",MA,1583,42.02697000,-71.02223300,Y,N,"Municipally-Owned Utility",2263.924000,2016-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Caldwell Wastewater Treatment Plant","19 Pine Tree Place","West Caldwell",NJ,7006,40.83801200,-74.30875700,Y,Y,"Investor-Owned Utility",1055.071000,2018-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Bethel Wind Energy LLC","4800 Mills Civic Pkwy, Suite 2","West Des Moines",IA,50265,41.55827100,-93.76910200,Y,Y,"Independent Power Producer",0.000000,2012-10-01,2015-12-01,0,2013-07-01,2024-09-30,114,63988458.85,,,,,2024_q2,2,1843061.00,,
"Elk Wind Energy LLC","4800 Mills Civic Parkway, Suit","West Des Moines",IA,50265,41.55827100,-93.76910200,Y,Y,"Independent Power Producer",0.000000,2011-10-01,2015-12-01,0,2013-07-01,2024-09-30,112,84124235.24,,,,,2024_q2,2,2474955.00,,
"Rippey Wind Energy LLC","4800 Mills Civic Pkwy","West Des Moines",IA,50265,41.55827100,-93.76910200,Y,Y,"Independent Power Producer",0.000000,2012-10-01,2015-12-01,0,2013-07-01,2024-09-30,113,79797164.21,,,,,2024_q2,1,1806444.00,,
"Stored Solar J&WE","1231 Main Road, PO Box 317","West Enfield",ME,4493,45.25742884,-68.63771454,N,N,"Independent Power Producer",14083.000000,2019-01-01,2024-01-01,2,2016-12-20,2023-03-31,388730,43391905.32,,,,,2024_q2,,,,
"Marlboro Mushroom","200 Clonmell Upland Rd","West Grove",PA,19390,39.88321600,-75.83040400,Y,N,Commercial,1545.199000,2013-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Southeastern Chester County Refuse Auth","219  street Road","West Grove",PA,19390,39.86392300,-75.84150900,Y,N,"Municipally-Owned Utility",3811.933000,2008-10-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Realgy, LLC","675 Oakwood Ave.","West Hartford",CT,06110,41.73488900,-72.71982200,N,N,,0.000000,,,0,2018-07-01,2024-10-01,1111427,4503581.71,2013-07-18,2024-07-31,1426627,124421039.10,2024_q2,16884,24787.56,51121,565187.53
"Purdue University","Freehafer Hall 401 South Grant","West Lafayette",IN,47907,40.41839900,-86.91097200,Y,Y,"State-Owned Utility",138592.983000,2001-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Diamond Properties","100 Brook Hill Dr","West Nyack",NY,10994,41.09127300,-73.98561800,N,N,Commercial,2876.507000,2019-01-01,2023-12-01,2,,,,,,,,,2024_q2,,,,
"American Sugar Refining Inc.","1 North Clematis Street, Suite","West Palm Beach",FL,33401,26.71395700,-80.04985800,Y,N,"|Independent Power Producer",59554.929000,2001-01-01,2024-10-01,3,,,,,,,,,2024_q2,,,,
"Solid Waste Authority of Palm Beach Co","7501 North Jog Road","West Palm Beach",FL,33412,26.78724300,-80.14087500,Y,N,"Political Subdivision",906236.000000,2001-01-01,2024-10-01,2,,,,,,,,,2024_q2,,,,
"City of West Plains - (MO)","1910 Holiday Lane","West Plains",MO,65775,36.75052800,-91.89053500,Y,N,"Municipally-Owned Utility",4058.628000,2014-01-01,2023-12-01,1,,,,,2013-10-01,2014-01-01,110,192673.75,2024_q2,,,,
"WestRock-West Point Mill","P O Box 10019th and Main Stree","West Point",VA,23181,37.55154500,-76.80956500,Y,N,Industrial,550285.000000,2001-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Western Massachusetts Electric Company","PO Box 2010","West Springfield",MA,1090,42.10621100,-72.62146900,Y,N,"Investor-Owned Utility",8687.559000,2011-01-01,2024-10-01,3,2013-07-01,2018-03-31,1195706,26253907.14,2013-07-01,2024-09-30,176931,935811014.46,2024_q2,,,7315,13295696.03
"SEMASS Partnership","141 Cranberry Hwy","West Wareham",MA,2576,41.80314000,-70.78946100,Y,N,Commercial,619568.000000,2001-01-01,2024-10-01,1,2013-07-01,2024-09-30,115012,338637120.55,,,,,2024_q2,3119,3667728.48,,
"Great River Hydro, LLC","69 Milk Street",Westborough,MA,1541,42.27163700,-71.61795800,Y,N,"Independent Power Producer",1971334.543000,2017-01-01,2023-12-01,13,2017-04-01,2024-09-30,9792499,884808776.39,,,,,2024_q2,322032,24163515.22,,
"Sappi North America, Inc.","89 Cumberland Street",Westbrook,ME,04096,43.68470000,-70.35118400,N,N,,0.000000,,,0,2018-10-01,2024-09-30,35389,26402927.67,,,,,2024_q2,1896,319452.28,,
"Covanta Hempstead Company","600 Merchants Concourse",Westbury,NY,11590,40.73820200,-73.58999800,Y,N,"Independent Power Producer",644641.000000,2001-01-01,2024-10-01,1,2013-07-01,2024-04-01,129,481879281.00,,,,,2024_q2,,,,
"Silverstreet Hydro","15 East Silver St.",Westfield,MA,1085,42.11405400,-72.74567200,Y,N,"Independent Power Producer",5035.379000,2001-01-01,2023-12-01,2,,,,,,,,,2024_q2,,,,
"Tri-State G & T Assn, Inc","1100 West 116th Avenue",Westminster,CO,80234,39.90643000,-104.99957700,Y,N,Cooperative,7174730.094000,2001-01-01,2024-10-01,10,,,,,,,,,2024_q2,,,,
"Tri-State Generation and Transmission Association, Inc.","1100 W. 116th Avenue",Westminster,CO,80234,39.90643000,-104.99957700,N,N,,0.000000,,,0,2013-07-01,2024-10-01,1508181,7873434892.55,2013-07-01,2024-10-01,94813,1678983845.84,2024_q2,115938,330776341.75,1709,59357381.82
"Chambers Road Solar LLC","315 Post Road West",Westport,CT,6880,41.13120000,-73.37528000,Y,Y,"Independent Power Producer",6726.007000,2020-12-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"Dryden-Tompkins Solar I, LLC","315 Post Road W, c/o True Gree",Westport,CT,6880,41.13120000,-73.37528000,Y,Y,"Independent Power Producer",29400.788000,2019-12-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"Hickory Grove #1 LLC","315 Post Road West",Westport,CT,6880,41.13120000,-73.37528000,Y,Y,"Independent Power Producer",3212.616000,2020-12-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"Hickory Grove #2","315 Post Road West",Westport,CT,6880,41.13120000,-73.37528000,Y,Y,"Independent Power Producer",3071.615000,2020-12-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"Los Palos Street Operating, LLC","315 Post Road W",Westport,CT,6880,41.13120000,-73.37528000,Y,N,"Independent Power Producer",9175.719000,2020-12-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"Middlesex-Yates Solar, LLC","315 Post Road W, c/o True Gree",Westport,CT,6880,41.13120000,-73.37528000,Y,Y,"Independent Power Producer",6486.643000,2019-12-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"NY Enfield I LLC","315 Post Road W, c/o True Gree",Westport,CT,6880,41.13120000,-73.37528000,Y,Y,"Independent Power Producer",3319.572000,2019-02-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"NY Mooers I, LLC","315 Post Road West",Westport,CT,6880,41.13120000,-73.37528000,Y,Y,"Independent Power Producer",3433.027000,2019-08-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"NY Mooers II, LLC","315 Post Road West",Westport,CT,6880,41.13120000,-73.37528000,Y,Y,"Independent Power Producer",3456.073000,2019-08-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"NY Mooers III, LLC","315 Post Road West",Westport,CT,6880,41.13120000,-73.37528000,Y,Y,"Independent Power Producer",3416.436000,2019-08-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"Prairie Street Operating, LLC","315 Post Road W",Westport,CT,6880,41.13120000,-73.37528000,Y,Y,"Independent Power Producer",3384.794000,2021-04-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"Ranchland Solar, LLC","315 Post Road West",Westport,CT,6880,41.13120000,-73.37528000,Y,N,"Independent Power Producer",122302.000000,2018-05-01,2024-10-01,1,2024-01-01,2024-10-01,29876,2282415.01,,,,,2024_q2,,,,
"Spencer-Tioga Solar, LLC","315 Post Road W, c/o True Gree",Westport,CT,6880,41.13120000,-73.37528000,Y,Y,"Independent Power Producer",27763.723000,2019-10-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"USPS LA Solar FiT A & B","315 Post Road West",Westport,CT,6880,41.13120000,-73.37528000,Y,Y,"Independent Power Producer",17075.164000,2017-07-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"Westmont Solar, LLC","315 Post Road West",Westport,CT,6880,41.13120000,-73.37528000,Y,N,"Independent Power Producer",27706.911000,2017-01-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"NSTAR Electric Company","247 Station Drive",Westwood,MA,2090,42.20350900,-71.15966800,Y,N,"Investor-Owned Utility",62563.986000,2018-06-01,2024-10-01,17,2013-07-01,2024-10-01,41779229,1377170967.30,2013-07-01,2024-10-01,252510,6447962218.63,2024_q2,2034949,18904398.42,3997,55841548.19
"CER Colorado Bend Energy Partners LP","3821 S SH 60",Wharton,TX,77488,29.28766900,-96.07034100,Y,N,"Independent Power Producer",2607274.000000,2008-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Dunns Bridge Solar Center LLC","2723 E 1500 N",Wheatfield,IN,46392,41.23210500,-87.00098300,Y,Y,"Investor-Owned Utility",560200.000000,2023-06-01,2024-10-01,1,2023-05-01,2024-09-30,85666,19633247.41,,,,,2024_q2,16821,4287384.84,,
"Will County Energy LLC","26W 271 Durfee",Wheaton,IL,60189,41.83846100,-88.13768400,Y,N,"Independent Power Producer",3443.659000,2016-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Biomass One LP","2350 Avenue G","White City",OR,97503,42.43474900,-122.84881500,Y,N,"Independent Power Producer",145764.157000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Llano Estacado Wind Ranch","313 South Main, P.O. Box 798","White Deer",TX,79097,35.43438700,-101.17158000,Y,Y,"Independent Power Producer",110498.413000,2018-01-01,2023-12-01,1,2013-07-01,2024-10-01,746698,37652168.06,2017-01-28,2019-01-01,54748,558439.71,2024_q2,28316,294155.07,,
"CPV Fairview, LLC","1 North Lexington Ave","White Plains",NY,10601,41.03224600,-73.77336800,Y,N,"Independent Power Producer",7222876.000000,2019-12-01,2024-10-01,1,2019-09-22,2024-10-01,1140221,1475214416.16,,,,,2024_q2,77284,53438875.91,,
"New York Power Authority","123 Main Street","White Plains",NY,10601,41.03286600,-73.76912600,Y,Y,"State-Owned Utility",29245165.637000,2001-01-01,2024-10-01,22,,,,,2013-07-01,2024-09-30,206,735663803.83,2024_q2,,,3,20563725.00
"Power Authority of the State of New York","123 Main Street","White Plains",NY,10601,41.03286600,-73.76912600,N,N,,0.000000,,,0,2013-07-01,2024-10-01,18076750,15230897664.79,2020-05-01,2023-04-30,71,9892100.00,2024_q2,669307,161682359.69,,
"White Springs Agrici Chem Inc","P O Box 30015843 SE 78th St.","White Springs",FL,32096,30.41200001,-82.78411503,Y,N,Industrial,73216.000000,2001-01-01,2024-10-01,2,,,,,,,,,2024_q2,,,,
"Whitewater Operating Services LLC","111 County Hwy U",Whitewater,WI,53190,42.85537900,-88.72981600,N,N,"Independent Power Producer",1055646.150000,2001-01-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"BP Alternative Energy","2155 Standard Ave",Whiting,IN,46394,41.67474700,-87.47906000,Y,N,Commercial,3198890.000000,2001-07-01,2024-10-01,1,,,,,2023-10-01,2024-01-31,1060,1051332.44,2024_q2,,,,
"Whiting Clean Energy, Inc.","2155 Standard Ave",Whiting,IN,46394,41.67474700,-87.47906000,N,N,,0.000000,,,0,2013-07-01,2024-09-30,1081739,905163285.62,,,,,2024_q2,44214,22292109.05,,
"Flint Hills Resources Pine Bend, LLC","4111 E 37th St N",Wichita,KS,67220,37.75283700,-97.28771700,Y,N,Industrial,265203.083000,2022-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
Invista,"4123 East 37th Street North",Wichita,KS,67220,37.75283700,-97.28771700,Y,N,Industrial,456657.719000,2001-01-01,2024-01-01,3,,,,,,,,,2024_q2,,,,
"Rolling Hills Generating LLC","43111 State Route 160",Wilkesville,OH,45695,39.16323000,-82.41138500,N,Y,"Independent Power Producer",2449536.250000,2002-02-01,2023-12-01,1,2013-07-01,2024-09-30,688842,864173896.52,2016-07-26,2018-05-31,204,16971414.11,2024_q2,72279,27652999.37,,
"MC1 Solar Farm, LLC","NC Hwy 125",Williamston,NC,27892,35.80787825,-77.13017789,Y,N,"Independent Power Producer",7872.887000,2016-08-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"President & Trustees of Williams College","880 Main Street",Williamstown,MA,1267,42.71278700,-73.20297000,Y,Y,Commercial,2327.055000,2012-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"AP Gas & Electric (NY), LLC","8420 Main Street",Williamsville,NY,14221,42.96565500,-78.68017900,N,N,,0.000000,,,0,2013-07-01,2024-10-01,1247426,2858362.94,,,,,2024_q2,22913,3161.60,,
"U.S. Energy Partners, LLC","8420 Main Street",Williamsville,NY,14221,42.96565500,-78.68017900,N,N,,0.000000,,,0,2013-07-01,2024-10-01,1222890,1345807.21,2021-02-08,2023-03-31,40436,3762063.06,2024_q2,60333,19521.65,,
"ACC Renewable Resources","6133 Abel Road",Williams,CA,95987,39.14474000,-122.04790100,Y,N,"Independent Power Producer",18857.100000,2022-07-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Chittenden County Solar Partners LLC","94 Harvest Ln",Williston,VT,5495,44.44959200,-73.11991700,Y,N,"Independent Power Producer",2885.805000,2011-05-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Willmar Municipal Utilities","700 Litchfield Ave S W",Willmar,MN,56201,45.12098800,-95.05275100,Y,N,"Municipally-Owned Utility",4021.405000,2001-01-01,2023-12-01,3,,,,,2013-07-01,2024-09-30,283,61305910.49,2024_q2,,,3,1499184.00
"Harbor Cogeneration Co.","505 Pier B Street",Wilmington,CA,90748,33.77993267,-118.22729704,Y,Y,"Independent Power Producer",25557.000000,2001-01-01,2023-12-01,1,2013-07-01,2024-10-01,36726,41433376.32,2014-05-01,2024-04-01,16,1814000.00,2024_q2,714,123330.91,,
"Valero Wilmington","2402 E. Anaheim St.",Wilmington,CA,90744,33.78164100,-118.23216200,Y,N,Industrial,259122.451000,2019-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"BWC Gibbs Brook, LLC","1521 Concord Pike #301",Wilmington,DE,19803,39.77903600,-75.54425000,Y,Y,"Independent Power Producer",6864.690000,2018-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"BWC Harlow Brook, LLC","1521 Concord Pike #301",Wilmington,DE,19803,39.77903600,-75.54425000,Y,Y,"Independent Power Producer",2141.393000,2018-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
